County,Population,Poverty,Poverty_Ugstudents,
    Estimate,"10,271","1,135",4,
"Boyd County, Nebraska",,,,
    Estimate,"1,599",135,2,
"Brown County, Nebraska",,,,
    Estimate,"2,716",363,0,
"Buffalo County, Nebraska",,,,
    Estimate,"46,538","4,631","1,053",
"Burt County, Nebraska",,,,
    Estimate,"6,428",806,30,
"Butler County, Nebraska",,,,
    Estimate,"7,936",730,14,
"Cass County, Nebraska",,,,
    Estimate,"26,099","1,372",40,
"Cedar County, Nebraska",,,,
    Estimate,"7,757",565,15,
"Chase County, Nebraska",,,,
    Estimate,"3,511",265,12,
"Cherry County, Nebraska",,,,
    Estimate,"5,271",409,1,
"Cheyenne County, Nebraska",,,,
    Estimate,"9,127","1,337",36,
"Clay County, Nebraska",,,,
    Estimate,"5,778",400,5,
"Colfax County, Nebraska",,,,
    Estimate,"10,248",717,10,
"Cuming County, Nebraska",,,,
    Estimate,"8,459",594,20,
"Custer County, Nebraska",,,,
    Estimate,"9,898",669,11,
"Dakota County, Nebraska",,,,
    Estimate,"20,191","2,324",166,
"Dawes County, Nebraska",,,,
    Estimate,"6,994",876,346,
"Dawson County, Nebraska",,,,
    Estimate,"22,859","2,426",30,
"Deuel County, Nebraska",,,,
    Estimate,"1,775",162,3,
"Dixon County, Nebraska",,,,
    Estimate,"5,252",373,14,
"Dodge County, Nebraska",,,,
    Estimate,"34,770","3,699",344,
"Douglas County, Nebraska",,,,
    Estimate,"556,448","64,733","5,186",
"Dundy County, Nebraska",,,,
    Estimate,"1,591",216,3,
"Fillmore County, Nebraska",,,,
    Estimate,"5,147",450,16,
"Franklin County, Nebraska",,,,
    Estimate,"2,687",321,11,
"Frontier County, Nebraska",,,,
    Estimate,"2,359",274,46,
"Furnas County, Nebraska",,,,
    Estimate,"4,336",563,0,
"Gage County, Nebraska",,,,
    Estimate,"20,827","2,574",14,
"Garden County, Nebraska",,,,
    Estimate,"1,706",278,8,
"Garfield County, Nebraska",,,,
    Estimate,"1,572",137,23,
"Gosper County, Nebraska",,,,
    Estimate,"1,976",203,0,
"Grant County, Nebraska",,,,
    Estimate,598,75,0,
"Greeley County, Nebraska",,,,
    Estimate,"2,093",270,19,
"Hall County, Nebraska",,,,
    Estimate,"58,993","8,130",274,
"Hamilton County, Nebraska",,,,
    Estimate,"8,966",484,13,
"Harlan County, Nebraska",,,,
    Estimate,"2,683",186,9,
"Hayes County, Nebraska",,,,
    Estimate,816,98,0,
"Hitchcock County, Nebraska",,,,
    Estimate,"2,434",311,6,
"Holt County, Nebraska",,,,
    Estimate,"9,617","1,116",10,
"Hooker County, Nebraska",,,,
    Estimate,613,39,7,
"Howard County, Nebraska",,,,
    Estimate,"6,193",302,10,
"Jefferson County, Nebraska",,,,
    Estimate,"6,751",701,49,
"Johnson County, Nebraska",,,,
    Estimate,"4,143",382,2,
"Kearney County, Nebraska",,,,
    Estimate,"6,342",477,33,
"Keith County, Nebraska",,,,
    Estimate,"7,912",825,35,
"Keya Paha County, Nebraska",,,,
    Estimate,792,59,0,
"Kimball County, Nebraska",,,,
    Estimate,"3,069",358,4,
"Knox County, Nebraska",,,,
    Estimate,"7,902","1,062",62,
"Lancaster County, Nebraska",,,,
    Estimate,"302,484","35,894","8,265",
"Lincoln County, Nebraska",,,,
    Estimate,"32,016","3,898",129,
"Logan County, Nebraska",,,,
    Estimate,726,43,1,
"Loup County, Nebraska",,,,
    Estimate,568,40,0,
"McPherson County, Nebraska",,,,
    Estimate,467,58,4,
"Madison County, Nebraska",,,,
    Estimate,"33,282","4,278",383,
"Merrick County, Nebraska",,,,
    Estimate,"7,325",598,19,
"Morrill County, Nebraska",,,,
    Estimate,"4,228",574,7,
"Nance County, Nebraska",,,,
    Estimate,"3,125",526,7,
"Nemaha County, Nebraska",,,,
    Estimate,"6,295",835,64,
"Nuckolls County, Nebraska",,,,
    Estimate,"3,921",224,2,
"Otoe County, Nebraska",,,,
    Estimate,"15,516","1,404",81,
"Pawnee County, Nebraska",,,,
    Estimate,"2,362",329,22,
"Perkins County, Nebraska",,,,
    Estimate,"2,732",199,7,
"Phelps County, Nebraska",,,,
    Estimate,"8,443","1,027",38,
"Pierce County, Nebraska",,,,
    Estimate,"6,913",496,2,
"Platte County, Nebraska",,,,
    Estimate,"32,870","3,064",46,
"Polk County, Nebraska",,,,
    Estimate,"4,942",364,18,
"Red Willow County, Nebraska",,,,
    Estimate,"9,700","1,362",40,
"Richardson County, Nebraska",,,,
    Estimate,"7,447",794,19,
"Rock County, Nebraska",,,,
    Estimate,"1,250",133,0,
"Saline County, Nebraska",,,,
    Estimate,"13,533","1,169",176,
"Sarpy County, Nebraska",,,,
    Estimate,"188,282","10,411","1,178",
"Saunders County, Nebraska",,,,
    Estimate,"22,007","1,409",11,
"Scotts Bluff County, Nebraska",,,,
    Estimate,"33,639","4,311",117,
"Seward County, Nebraska",,,,
    Estimate,"15,791","1,118",238,
"Sheridan County, Nebraska",,,,
    Estimate,"4,642",488,0,
"Sherman County, Nebraska",,,,
    Estimate,"2,830",236,0,
"Sioux County, Nebraska",,,,
    Estimate,"1,124",175,0,
"Stanton County, Nebraska",,,,
    Estimate,"5,500",536,1,
"Thayer County, Nebraska",,,,
    Estimate,"4,658",406,11,
"Thomas County, Nebraska",,,,
    Estimate,562,50,2,
"Thurston County, Nebraska",,,,
    Estimate,"6,122",793,51,
"Valley County, Nebraska",,,,
    Estimate,"3,856",342,4,
"Washington County, Nebraska",,,,
    Estimate,"20,248","1,206",84,
"Wayne County, Nebraska",,,,
    Estimate,"7,998","1,070",321,
"Webster County, Nebraska",,,,
    Estimate,"3,172",311,0,
"Wheeler County, Nebraska",,,,
    Estimate,830,44,0,
"York County, Nebraska",,,,
    Estimate,"13,042","1,189",70,
"Churchill County, Nevada",,,,
    Estimate,"24,564","2,023",140,
"Clark County, Nevada",,,,
    Estimate,"2,232,403","284,556","11,349",
"Douglas County, Nevada",,,,
    Estimate,"48,624","4,394",207,
"Elko County, Nevada",,,,
    Estimate,"51,274","4,894",325,
"Esmeralda County, Nevada",,,,
    Estimate,"1,022",127,0,
"Eureka County, Nevada",,,,
    Estimate,"1,548",362,0,
"Humboldt County, Nevada",,,,
    Estimate,"16,406","1,751",65,
"Lander County, Nevada",,,,
    Estimate,"5,587",554,40,
"Lincoln County, Nevada",,,,
    Estimate,"4,037",205,0,
"Lyon County, Nevada",,,,
    Estimate,"59,469","6,966",101,
"Mineral County, Nevada",,,,
    Estimate,"4,244",718,33,
"Nye County, Nevada",,,,
    Estimate,"51,724","7,377",200,
"Pershing County, Nevada",,,,
    Estimate,"4,627",541,7,
"Storey County, Nevada",,,,
    Estimate,"4,059",292,33,
"Washoe County, Nevada",,,,
    Estimate,"474,918","50,412","4,822",
"White Pine County, Nevada",,,,
    Estimate,"7,193",597,70,
"Carson City, Nevada",,,,
    Estimate,"54,211","5,642",332,
"Belknap County, New Hampshire",,,,
    Estimate,"62,091","5,118",295,
"Carroll County, New Hampshire",,,,
    Estimate,"50,371","3,829",88,
"Cheshire County, New Hampshire",,,,
    Estimate,"71,615","6,140",505,
"Coos County, New Hampshire",,,,
    Estimate,"28,390","3,753",82,
"Grafton County, New Hampshire",,,,
    Estimate,"83,541","8,540",665,
"Hillsborough County, New Hampshire",,,,
    Estimate,"406,819","27,215",995,
"Merrimack County, New Hampshire",,,,
    Estimate,"146,281","11,266",803,
"Rockingham County, New Hampshire",,,,
    Estimate,"308,794","14,747",704,
"Strafford County, New Hampshire",,,,
    Estimate,"120,700","10,529","1,533",
"Sullivan County, New Hampshire",,,,
    Estimate,"41,721","4,155",54,
"Atlantic County, New Jersey",,,,
    Estimate,"261,988","33,674","1,578",
"Bergen County, New Jersey",,,,
    Estimate,"923,089","62,336","2,473",
"Burlington County, New Jersey",,,,
    Estimate,"444,474","29,195","1,081",
"Camden County, New Jersey",,,,
    Estimate,"503,118","61,999","2,758",
"Cape May County, New Jersey",,,,
    Estimate,"91,595","7,929",550,
"Cumberland County, New Jersey",,,,
    Estimate,"139,780","21,422",413,
"Essex County, New Jersey",,,,
    Estimate,"813,578","117,921","6,383",
"Gloucester County, New Jersey",,,,
    Estimate,"291,770","22,460","1,498",
"Hudson County, New Jersey",,,,
    Estimate,"683,333","102,401","5,802",
"Hunterdon County, New Jersey",,,,
    Estimate,"124,766","4,999",230,
"Mercer County, New Jersey",,,,
    Estimate,"355,998","35,778","2,798",
"Middlesex County, New Jersey",,,,
    Estimate,"820,324","69,606","6,222",
"Monmouth County, New Jersey",,,,
    Estimate,"620,429","40,303","2,181",
"Morris County, New Jersey",,,,
    Estimate,"492,877","24,296","1,032",
"Ocean County, New Jersey",,,,
    Estimate,"619,262","63,060","4,172",
"Passaic County, New Jersey",,,,
    Estimate,"494,412","62,679","2,890",
"Salem County, New Jersey",,,,
    Estimate,"61,977","7,700",416,
"Somerset County, New Jersey",,,,
    Estimate,"336,725","17,916","1,212",
"Sussex County, New Jersey",,,,
    Estimate,"140,366","7,785",158,
"Union County, New Jersey",,,,
    Estimate,"553,243","50,239","1,923",
"Warren County, New Jersey",,,,
    Estimate,"106,692","8,969",289,
"Bernalillo County, New Mexico",,,,
    Estimate,"646,274","96,811","6,513",
"Catron County, New Mexico",,,,
    Estimate,"3,721",926,0,
"Chaves County, New Mexico",,,,
    Estimate,"59,824","14,187",655,
"Cibola County, New Mexico",,,,
    Estimate,"24,496","6,785",261,
"Colfax County, New Mexico",,,,
    Estimate,"11,491","2,038",154,
"Curry County, New Mexico",,,,
    Estimate,"44,146","8,869",266,
"De Baca County, New Mexico",,,,
    Estimate,"1,411",242,11,
"Doña Ana County, New Mexico",,,,
    Estimate,"210,694","43,894","5,234",
"Eddy County, New Mexico",,,,
    Estimate,"57,150","8,008",201,
"Grant County, New Mexico",,,,
    Estimate,"26,269","4,999",163,
"Guadalupe County, New Mexico",,,,
    Estimate,"3,844",940,12,
"Harding County, New Mexico",,,,
    Estimate,735,140,0,
"Hidalgo County, New Mexico",,,,
    Estimate,"3,825",842,6,
"Lea County, New Mexico",,,,
    Estimate,"67,958","12,696",674,
"Lincoln County, New Mexico",,,,
    Estimate,"19,564","3,548",205,
"Los Alamos County, New Mexico",,,,
    Estimate,"18,791",654,22,
"Luna County, New Mexico",,,,
    Estimate,"23,998","6,617",68,
"McKinley County, New Mexico",,,,
    Estimate,"67,998","22,382",579,
"Mora County, New Mexico",,,,
    Estimate,"4,045",840,0,
"Otero County, New Mexico",,,,
    Estimate,"63,551","12,300",605,
"Quay County, New Mexico",,,,
    Estimate,"8,469","2,299",19,
"Rio Arriba County, New Mexico",,,,
    Estimate,"38,574","6,830",163,
"Roosevelt County, New Mexico",,,,
    Estimate,"17,068","3,606",314,
"Sandoval County, New Mexico",,,,
    Estimate,"148,906","14,711",495,
"San Juan County, New Mexico",,,,
    Estimate,"115,870","26,362",909,
"San Miguel County, New Mexico",,,,
    Estimate,"25,260","5,985",754,
"Santa Fe County, New Mexico",,,,
    Estimate,"150,919","17,852","1,018",
"Sierra County, New Mexico",,,,
    Estimate,"11,049","2,304",34,
"Socorro County, New Mexico",,,,
    Estimate,"15,011","5,013",486,
"Taos County, New Mexico",,,,
    Estimate,"34,004","5,175",96,
"Torrance County, New Mexico",,,,
    Estimate,"14,902","2,556",171,
"Union County, New Mexico",,,,
    Estimate,"3,379",557,6,
"Valencia County, New Mexico",,,,
    Estimate,"73,955","13,037",482,
"Albany County, New York",,,,
    Estimate,"291,952","37,594","3,073",
"Allegany County, New York",,,,
    Estimate,"40,970","6,591",588,
"Bronx County, New York",,,,
    Estimate,"1,325,230","366,660","19,638",
"Broome County, New York",,,,
    Estimate,"180,985","33,070","5,398",
"Cattaraugus County, New York",,,,
    Estimate,"71,228","13,333",377,
"Cayuga County, New York",,,,
    Estimate,"69,543","9,247",356,
"Chautauqua County, New York",,,,
    Estimate,"116,839","19,788","1,327",
"Chemung County, New York",,,,
    Estimate,"76,283","12,207",298,
"Chenango County, New York",,,,
    Estimate,"44,291","5,250",168,
"Clinton County, New York",,,,
    Estimate,"71,075","9,582","1,157",
"Columbia County, New York",,,,
    Estimate,"58,488","7,111",154,
"Cortland County, New York",,,,
    Estimate,"41,442","5,267",974,
"Delaware County, New York",,,,
    Estimate,"41,289","5,740",283,
"Dutchess County, New York",,,,
    Estimate,"274,816","23,192","1,815",
"Erie County, New York",,,,
    Estimate,"899,875","123,173","8,322",
"Essex County, New York",,,,
    Estimate,"34,294","3,780",131,
"Franklin County, New York",,,,
    Estimate,"41,677","7,532",299,
"Fulton County, New York",,,,
    Estimate,"50,008","6,601",247,
"Genesee County, New York",,,,
    Estimate,"54,792","5,850",279,
"Greene County, New York",,,,
    Estimate,"43,767","4,384",51,
"Hamilton County, New York",,,,
    Estimate,"4,947",529,6,
"Herkimer County, New York",,,,
    Estimate,"57,159","7,633",90,
"Jefferson County, New York",,,,
    Estimate,"105,350","14,044",694,
"Kings County, New York",,,,
    Estimate,"2,505,521","473,129","28,600",
"Lewis County, New York",,,,
    Estimate,"25,556","3,099",151,
"Livingston County, New York",,,,
    Estimate,"55,191","6,102","1,323",
"Madison County, New York",,,,
    Estimate,"59,832","5,954",243,
"Monroe County, New York",,,,
    Estimate,"707,239","95,660","8,125",
"Montgomery County, New York",,,,
    Estimate,"46,982","6,756",78,
"Nassau County, New York",,,,
    Estimate,"1,329,808","71,849","4,008",
"New York County, New York",,,,
    Estimate,"1,539,029","255,170","17,225",
"Niagara County, New York",,,,
    Estimate,"200,699","26,338","1,312",
"Oneida County, New York",,,,
    Estimate,"211,113","31,822",920,
"Onondaga County, New York",,,,
    Estimate,"434,947","59,143","3,325",
"Ontario County, New York",,,,
    Estimate,"105,807","9,479",393,
"Orange County, New York",,,,
    Estimate,"383,457","47,392","2,398",
"Orleans County, New York",,,,
    Estimate,"36,763","4,673",175,
"Oswego County, New York",,,,
    Estimate,"109,091","17,594","1,039",
"Otsego County, New York",,,,
    Estimate,"53,797","6,619",980,
"Putnam County, New York",,,,
    Estimate,"94,475","6,779",132,
"Queens County, New York",,,,
    Estimate,"2,226,816","285,413","16,439",
"Rensselaer County, New York",,,,
    Estimate,"149,655","17,306","1,389",
"Richmond County, New York",,,,
    Estimate,"474,433","54,374","2,868",
"Rockland County, New York",,,,
    Estimate,"319,867","49,112","2,353",
"St. Lawrence County, New York",,,,
    Estimate,"93,864","15,547",826,
"Saratoga County, New York",,,,
    Estimate,"228,350","15,966",487,
"Schenectady County, New York",,,,
    Estimate,"150,931","19,651","1,356",
"Schoharie County, New York",,,,
    Estimate,"28,048","3,267",122,
"Schuyler County, New York",,,,
    Estimate,"16,924","2,518",66,
"Seneca County, New York",,,,
    Estimate,"30,341","4,102",81,
"Steuben County, New York",,,,
    Estimate,"88,502","12,028",194,
"Suffolk County, New York",,,,
    Estimate,"1,456,358","93,174","4,705",
"Sullivan County, New York",,,,
    Estimate,"73,872","11,628",445,
"Tioga County, New York",,,,
    Estimate,"46,013","6,048",136,
"Tompkins County, New York",,,,
    Estimate,"87,155","14,247","4,906",
"Ulster County, New York",,,,
    Estimate,"170,584","25,212","2,136",
"Warren County, New York",,,,
    Estimate,"62,915","6,517",229,
"Washington County, New York",,,,
    Estimate,"56,012","5,850",149,
"Wayne County, New York",,,,
    Estimate,"87,579","9,927",143,
"Westchester County, New York",,,,
    Estimate,"948,580","85,554","3,772",
"Wyoming County, New York",,,,
    Estimate,"35,647","3,973",13,
"Yates County, New York",,,,
    Estimate,"22,326","2,804",47,
"Alamance County, North Carolina",,,,
    Estimate,"165,636","22,036","1,534",
"Alexander County, North Carolina",,,,
    Estimate,"33,531","4,169",107,
"Alleghany County, North Carolina",,,,
    Estimate,"10,798","1,709",24,
"Anson County, North Carolina",,,,
    Estimate,"20,088","4,345",40,
"Ashe County, North Carolina",,,,
    Estimate,"25,950","3,541",19,
"Avery County, North Carolina",,,,
    Estimate,"15,031","1,541",112,
"Beaufort County, North Carolina",,,,
    Estimate,"42,546","7,390",169,
"Bertie County, North Carolina",,,,
    Estimate,"15,305","2,445",73,
"Bladen County, North Carolina",,,,
    Estimate,"28,388","6,112",145,
"Brunswick County, North Carolina",,,,
    Estimate,"147,845","13,415",560,
"Buncombe County, North Carolina",,,,
    Estimate,"260,630","30,722","2,339",
"Burke County, North Carolina",,,,
    Estimate,"82,806","12,352",573,
"Cabarrus County, North Carolina",,,,
    Estimate,"225,805","20,252","1,116",
"Caldwell County, North Carolina",,,,
    Estimate,"77,439","10,054",353,
"Camden County, North Carolina",,,,
    Estimate,"10,564",601,0,
"Carteret County, North Carolina",,,,
    Estimate,"66,469","6,648",373,
"Caswell County, North Carolina",,,,
    Estimate,"20,319","3,667",131,
"Catawba County, North Carolina",,,,
    Estimate,"155,475","19,628",551,
"Chatham County, North Carolina",,,,
    Estimate,"77,156","8,151",407,
"Cherokee County, North Carolina",,,,
    Estimate,"28,454","3,521",118,
"Chowan County, North Carolina",,,,
    Estimate,"13,165","2,286",29,
"Clay County, North Carolina",,,,
    Estimate,"10,887","1,398",41,
"Cleveland County, North Carolina",,,,
    Estimate,"95,590","15,503",593,
"Columbus County, North Carolina",,,,
    Estimate,"46,487","8,403",295,
"Craven County, North Carolina",,,,
    Estimate,"94,376","12,633",645,
"Cumberland County, North Carolina",,,,
    Estimate,"306,213","50,051","3,034",
"Currituck County, North Carolina",,,,
    Estimate,"29,657","2,254",91,
"Dare County, North Carolina",,,,
    Estimate,"36,961","2,379",57,
"Davidson County, North Carolina",,,,
    Estimate,"165,802","21,018",474,
"Davie County, North Carolina",,,,
    Estimate,"42,578","3,757",76,
"Duplin County, North Carolina",,,,
    Estimate,"47,249","9,589",376,
"Durham County, North Carolina",,,,
    Estimate,"308,620","34,776","2,309",
"Edgecombe County, North Carolina",,,,
    Estimate,"46,118","9,688",253,
"Forsyth County, North Carolina",,,,
    Estimate,"366,262","52,085","2,391",
"Franklin County, North Carolina",,,,
    Estimate,"70,669","7,702",255,
"Gaston County, North Carolina",,,,
    Estimate,"223,660","29,388",790,
"Gates County, North Carolina",,,,
    Estimate,"10,076",947,25,
"Graham County, North Carolina",,,,
    Estimate,"7,784",531,5,
"Granville County, North Carolina",,,,
    Estimate,"54,794","8,254",829,
"Greene County, North Carolina",,,,
    Estimate,"17,435","3,518",205,
"Guilford County, North Carolina",,,,
    Estimate,"506,458","72,134","7,416",
"Halifax County, North Carolina",,,,
    Estimate,"44,534","9,842",302,
"Harnett County, North Carolina",,,,
    Estimate,"130,423","17,559","1,469",
"Haywood County, North Carolina",,,,
    Estimate,"60,285","7,721",455,
"Henderson County, North Carolina",,,,
    Estimate,"113,968","12,782",314,
"Hertford County, North Carolina",,,,
    Estimate,"17,677","3,921",221,
"Hoke County, North Carolina",,,,
    Estimate,"50,523","8,297",508,
"Hyde County, North Carolina",,,,
    Estimate,"3,753",867,0,
"Iredell County, North Carolina",,,,
    Estimate,"188,410","18,520",736,
"Jackson County, North Carolina",,,,
    Estimate,"38,851","6,977","1,815",
"Johnston County, North Carolina",,,,
    Estimate,"223,096","23,350",860,
"Jones County, North Carolina",,,,
    Estimate,"8,858","1,611",45,
"Lee County, North Carolina",,,,
    Estimate,"62,588","10,265",377,
"Lenoir County, North Carolina",,,,
    Estimate,"52,073","11,146",622,
"Lincoln County, North Carolina",,,,
    Estimate,"89,217","10,311",57,
"McDowell County, North Carolina",,,,
    Estimate,"42,310","6,134",114,
"Macon County, North Carolina",,,,
    Estimate,"36,756","4,215",166,
"Madison County, North Carolina",,,,
    Estimate,"20,376","2,485",101,
"Martin County, North Carolina",,,,
    Estimate,"20,770","4,195",173,
"Mecklenburg County, North Carolina",,,,
    Estimate,"1,092,358","111,690","7,995",
"Mitchell County, North Carolina",,,,
    Estimate,"14,113","1,840",19,
"Montgomery County, North Carolina",,,,
    Estimate,"24,580","3,659",252,
"Moore County, North Carolina",,,,
    Estimate,"100,344","10,138",396,
"Nash County, North Carolina",,,,
    Estimate,"91,756","10,666",350,
"New Hanover County, North Carolina",,,,
    Estimate,"223,294","27,376","5,296",
"Northampton County, North Carolina",,,,
    Estimate,"16,057","3,348",181,
"Onslow County, North Carolina",,,,
    Estimate,"175,670","20,288","1,336",
"Orange County, North Carolina",,,,
    Estimate,"134,773","16,933","5,978",
"Pamlico County, North Carolina",,,,
    Estimate,"11,345","1,715",34,
"Pasquotank County, North Carolina",,,,
    Estimate,"36,717","4,103",144,
"Pender County, North Carolina",,,,
    Estimate,"61,988","6,122",136,
"Perquimans County, North Carolina",,,,
    Estimate,"12,770","1,233",44,
"Person County, North Carolina",,,,
    Estimate,"38,242","6,263",190,
"Pitt County, North Carolina",,,,
    Estimate,"165,379","32,401","8,769",
"Polk County, North Carolina",,,,
    Estimate,"19,197","2,657",21,
"Randolph County, North Carolina",,,,
    Estimate,"140,228","20,011",622,
"Richmond County, North Carolina",,,,
    Estimate,"40,069","9,920",74,
"Robeson County, North Carolina",,,,
    Estimate,"108,698","28,887","1,273",
"Rockingham County, North Carolina",,,,
    Estimate,"87,664","14,057",358,
"Rowan County, North Carolina",,,,
    Estimate,"141,142","22,146",676,
"Rutherford County, North Carolina",,,,
    Estimate,"61,996","10,463",505,
"Sampson County, North Carolina",,,,
    Estimate,"56,104","11,921",523,
"Scotland County, North Carolina",,,,
    Estimate,"30,058","7,640",194,
"Stanly County, North Carolina",,,,
    Estimate,"60,891","9,249",513,
"Stokes County, North Carolina",,,,
    Estimate,"43,407","4,786",44,
"Surry County, North Carolina",,,,
    Estimate,"68,253","11,344",179,
"Swain County, North Carolina",,,,
    Estimate,"13,262","2,488",64,
"Transylvania County, North Carolina",,,,
    Estimate,"31,898","4,158",173,
"Tyrrell County, North Carolina",,,,
    Estimate,"2,924",492,2,
"Union County, North Carolina",,,,
    Estimate,"239,983","17,832",931,
"Vance County, North Carolina",,,,
    Estimate,"40,421","7,862",355,
"Wake County, North Carolina",,,,
    Estimate,"1,117,472","89,972","10,107",
"Warren County, North Carolina",,,,
    Estimate,"17,774","3,708",196,
"Washington County, North Carolina",,,,
    Estimate,"10,271","2,333",29,
"Watauga County, North Carolina",,,,
    Estimate,"47,863","12,223","6,745",
"Wayne County, North Carolina",,,,
    Estimate,"111,192","19,233",909,
"Wilkes County, North Carolina",,,,
    Estimate,"62,671","10,108",445,
"Wilson County, North Carolina",,,,
    Estimate,"75,358","14,687",364,
"Yadkin County, North Carolina",,,,
    Estimate,"36,066","4,968",101,
"Yancey County, North Carolina",,,,
    Estimate,"18,112","2,722",61,
"Adams County, North Dakota",,,,
    Estimate,"2,020",303,15,
"Barnes County, North Dakota",,,,
    Estimate,"9,907","1,218",110,
"Benson County, North Dakota",,,,
    Estimate,"5,382","1,423",15,
"Billings County, North Dakota",,,,
    Estimate,977,110,1,
"Bottineau County, North Dakota",,,,
    Estimate,"5,885",459,20,
"Bowman County, North Dakota",,,,
    Estimate,"2,707",354,21,
"Burke County, North Dakota",,,,
    Estimate,"2,104",127,3,
"Burleigh County, North Dakota",,,,
    Estimate,"93,351","7,180",534,
"Cass County, North Dakota",,,,
    Estimate,"180,200","20,044","4,663",
"Cavalier County, North Dakota",,,,
    Estimate,"3,416",294,0,
"Dickey County, North Dakota",,,,
    Estimate,"4,441",536,22,
"Divide County, North Dakota",,,,
    Estimate,"2,014",194,0,
"Dunn County, North Dakota",,,,
    Estimate,"3,783",268,1,
"Eddy County, North Dakota",,,,
    Estimate,"2,167",316,13,
"Emmons County, North Dakota",,,,
    Estimate,"3,074",288,0,
"Foster County, North Dakota",,,,
    Estimate,"3,173",286,0,
"Golden Valley County, North Dakota",,,,
    Estimate,"1,592",316,0,
"Grand Forks County, North Dakota",,,,
    Estimate,"65,495","8,594","3,294",
"Grant County, North Dakota",,,,
    Estimate,"2,167",356,0,
"Griggs County, North Dakota",,,,
    Estimate,"2,103",253,21,
"Hettinger County, North Dakota",,,,
    Estimate,"2,224",245,0,
"Kidder County, North Dakota",,,,
    Estimate,"2,292",235,18,
"LaMoure County, North Dakota",,,,
    Estimate,"3,844",323,13,
"Logan County, North Dakota",,,,
    Estimate,"1,673",215,0,
"McHenry County, North Dakota",,,,
    Estimate,"4,990",484,13,
"McIntosh County, North Dakota",,,,
    Estimate,"2,317",279,10,
"McKenzie County, North Dakota",,,,
    Estimate,"13,372","1,412",12,
"McLean County, North Dakota",,,,
    Estimate,"9,383",837,7,
"Mercer County, North Dakota",,,,
    Estimate,"7,880",785,209,
"Morton County, North Dakota",,,,
    Estimate,"31,912","2,606",434,
"Mountrail County, North Dakota",,,,
    Estimate,"8,948","1,288",48,
"Nelson County, North Dakota",,,,
    Estimate,"2,788",178,7,
"Oliver County, North Dakota",,,,
    Estimate,"1,762",84,0,
"Pembina County, North Dakota",,,,
    Estimate,"6,354",596,0,
"Pierce County, North Dakota",,,,
    Estimate,"3,592",405,11,
"Ramsey County, North Dakota",,,,
    Estimate,"10,452","1,499",67,
"Ransom County, North Dakota",,,,
    Estimate,"5,268",531,17,
"Renville County, North Dakota",,,,
    Estimate,"2,213",194,1,
"Richland County, North Dakota",,,,
    Estimate,"14,672","1,438",197,
"Rolette County, North Dakota",,,,
    Estimate,"11,048","2,637",75,
"Sargent County, North Dakota",,,,
    Estimate,"3,616",252,0,
"Sheridan County, North Dakota",,,,
    Estimate,"1,264",123,17,
"Sioux County, North Dakota",,,,
    Estimate,"3,487","1,495",38,
"Slope County, North Dakota",,,,
    Estimate,758,38,0,
"Stark County, North Dakota",,,,
    Estimate,"31,016","3,790",403,
"Steele County, North Dakota",,,,
    Estimate,"1,742",218,0,
"Stutsman County, North Dakota",,,,
    Estimate,"19,102","2,461",233,
"Towner County, North Dakota",,,,
    Estimate,"1,958",161,0,
"Traill County, North Dakota",,,,
    Estimate,"7,215",650,83,
"Walsh County, North Dakota",,,,
    Estimate,"9,774","1,052",138,
"Ward County, North Dakota",,,,
    Estimate,"64,234","5,411",625,
"Wells County, North Dakota",,,,
    Estimate,"3,613",325,4,
"Williams County, North Dakota",,,,
    Estimate,"37,676","3,246",144,
"Adams County, Ohio",,,,
    Estimate,"26,265","5,146",93,
"Allen County, Ohio",,,,
    Estimate,"94,505","12,593",645,
"Ashland County, Ohio",,,,
    Estimate,"49,460","6,511",391,
"Ashtabula County, Ohio",,,,
    Estimate,"90,912","15,710",410,
"Athens County, Ohio",,,,
    Estimate,"52,672","11,449","4,592",
"Auglaize County, Ohio",,,,
    Estimate,"44,044","3,014",139,
"Belmont County, Ohio",,,,
    Estimate,"59,831","9,357",342,
"Brown County, Ohio",,,,
    Estimate,"41,810","8,139",138,
"Butler County, Ohio",,,,
    Estimate,"367,471","43,360","6,140",
"Carroll County, Ohio",,,,
    Estimate,"25,491","3,174",63,
"Champaign County, Ohio",,,,
    Estimate,"37,072","2,976",14,
"Clark County, Ohio",,,,
    Estimate,"127,341","18,902",736,
"Clermont County, Ohio",,,,
    Estimate,"202,698","18,307",714,
"Clinton County, Ohio",,,,
    Estimate,"39,861","5,105",249,
"Columbiana County, Ohio",,,,
    Estimate,"94,287","14,033",411,
"Coshocton County, Ohio",,,,
    Estimate,"35,028","6,441",268,
"Crawford County, Ohio",,,,
    Estimate,"39,711","4,474",183,
"Cuyahoga County, Ohio",,,,
    Estimate,"1,183,802","187,329","8,969",
"Darke County, Ohio",,,,
    Estimate,"49,019","5,389",169,
"Defiance County, Ohio",,,,
    Estimate,"36,431","3,801",310,
"Delaware County, Ohio",,,,
    Estimate,"217,269","10,007",488,
"Erie County, Ohio",,,,
    Estimate,"71,316","9,060",636,
"Fairfield County, Ohio",,,,
    Estimate,"154,209","12,155",537,
"Fayette County, Ohio",,,,
    Estimate,"27,402","4,299",71,
"Franklin County, Ohio",,,,
    Estimate,"1,252,816","181,554","17,996",
"Fulton County, Ohio",,,,
